DATE_STRIN,LATITUDE,LONGITUDE,LOCATION_N,AREA,COUNTRY,REGION_COD,CAUSE_CODE
12/26/2004,4.123,73.438,"LAGUNA BEACH RESORT, SOUTH MALE", ,MALDIVES,60,0
12/26/2004,5.477,95.235,"WEST COAST OF ACEH, SUMATRA",ACEH,INDONESIA,60,0
12/26/2004,5.429,95.234,"ACEH, SUMATRA",ACEH,INDONESIA,60,0
12/26/2004,5.631,95.405,"ACEH, SUMATRA",ACEH,INDONESIA,60,0
12/26/2004,5.52,95.272,"ACEH, SUMATRA",ACEH,INDONESIA,60,0
12/26/2004,5.472,95.242,"WEST COAST OF ACEH, SUMATRA",ACEH,INDONESIA,60,0
12/26/2004,5.54,95.307,"ACEH, SUMATRA",ACEH,INDONESIA,60,0
12/26/2004,5.562,95.344,"ACEH, SUMATRA",ACEH,INDONESIA,60,0
12/26/2004,5.422,95.244,"WEST COAST OF ACEH, SUMATRA",ACEH,INDONESIA,60,0
12/26/2004,5.579,95.351,"ACEH, SUMATRA",ACEH,INDONESIA,60,0
12/26/2004,5.562,95.344,"ACEH, SUMATRA",ACEH,INDONESIA,60,0
1/4/1907,6.054,80.212,GALLE, ,SRI LANKA,60,0
12/26/2004,5.558,95.321,"ACEH, SUMATRA",ACEH,INDONESIA,60,0
1/4/1907,6.124,81.127,HAMBANTOTA HARBOR, ,SRI LANKA,60,0
12/26/2004,5.567,95.344,"ACEH, SUMATRA",ACEH,INDONESIA,60,0
4/6/2010,4.129,96.129,"MEULABOH PORT, SUMATRA",ACEH,INDONESIA,60,0
12/26/2004,5.478,95.265,"ACEH, SUMATRA",ACEH,INDONESIA,60,0
12/26/2004,5.595,95.385,"ACEH, SUMATRA",ACEH,INDONESIA,60,0
12/26/2004,5.573,95.342,"ACEH, SUMATRA",ACEH,INDONESIA,60,0
12/26/2004,5.594,95.371,"ACEH, SUMATRA",ACEH,INDONESIA,60,0
12/26/2004,5.48,95.244,"ACEH, SUMATRA",ACEH,INDONESIA,60,0
12/26/2004,5.27621,95.25104,"JANTANG, SUMATRA",ACEH,INDONESIA,60,0
12/26/2004,5.531,95.288,"ACEH, SUMATRA",ACEH,INDONESIA,60,0
12/26/2004,5.27622,95.25139,"JANTANG, SUMATRA",ACEH,INDONESIA,60,0
12/26/2004,5.594,95.371,"ACEH, SUMATRA",ACEH,INDONESIA,60,0
12/26/2004,4.9001,95.40208,"LHOK KRUET, SUMATRA",ACEH,INDONESIA,60,0
12/26/2004,5.598,95.39,"ACEH, SUMATRA",ACEH,INDONESIA,60,0
12/26/2004,4.90034,95.40256,"LHOK KRUET, SUMATRA",ACEH,INDONESIA,60,0
12/26/2004,5.579,95.351,"ACEH, SUMATRA",ACEH,INDONESIA,60,0
12/26/2004,4.89754,95.40444,"LHOK KRUET, SUMATRA",ACEH,INDONESIA,60,0
12/26/2004,4.69064,95.53565,"LHOK LEUPUNG, SUMATRA",NORTH SUMATRA,INDONESIA,60,0
12/26/2004,5.575,95.325,"ACEH, SUMATRA",ACEH,INDONESIA,60,0
12/26/2004,4.69137,95.53677,"LHOK LEUPUNG, SUMATRA",NORTH SUMATRA,INDONESIA,60,0
12/26/2004,5.53,95.287,"ACEH, SUMATRA",ACEH,INDONESIA,60,0
12/26/2004,2.35708,73.35457,"MADIFUSHI, THAA", ,MALDIVES,60,0
12/26/2004,5.596,95.385,"ACEH, SUMATRA",ACEH,INDONESIA,60,0
12/26/2004,2.3575,73.35568,"MADIFUSHI, THAA", ,MALDIVES,60,0
12/26/2004,5.488,95.267,"ACEH, SUMATRA",ACEH,INDONESIA,60,0
12/26/2004,2.35777,73.35563,"MADIFUSHI, THAA", ,MALDIVES,60,0
12/26/2004,5.487,95.264,"ACEH, SUMATRA",ACEH,INDONESIA,60,0
12/26/2004,2.77183,73.4251,"KOLHUFUSHI, MEEMU", ,MALDIVES,60,0
12/26/2004,5.536,95.305,"ACEH, SUMATRA",ACEH,INDONESIA,60,0
12/26/2004,2.77225,73.42503,"KOLHUFUSHI, MEEMU", ,MALDIVES,60,0
12/26/2004,5.596,95.385,"ACEH, SUMATRA",ACEH,INDONESIA,60,0
12/26/2004,2.77297,73.42533,"KOLHUFUSHI, MEEMU", ,MALDIVES,60,0
12/26/2004,2.77343,73.42473,"KOLHUFUSHI, MEEMU", ,MALDIVES,60,0
12/26/2004,2.77385,73.42442,"KOLHUFUSHI, MEEMU", ,MALDIVES,60,0
12/26/2004,2.77402,73.42363,"KOLHUFUSHI, MEEMU", ,MALDIVES,60,0
12/26/2004,10.7667,79.8333,"NAGAPATTINAM, AKKARAIPETTAI",TAMIL NADU,INDIA,60,0
12/26/2004,10.7,79.8,"NAGAPATTINAM, VELANKANNI",TAMIL NADU,INDIA,60,0
12/26/2004,5.45777,95.24513,"LHOKNGA, SUMATRA",ACEH,INDONESIA,60,0
12/26/2004,5.567,95.343,"ACEH, SUMATRA",ACEH,INDONESIA,60,0
12/26/2004,5.566,95.341,"ACEH, SUMATRA",ACEH,INDONESIA,60,0
12/26/2004,5.562,95.326,"ACEH, SUMATRA",ACEH,INDONESIA,60,0
12/26/2004,5.557,95.32,"ACEH, SUMATRA",ACEH,INDONESIA,60,0
12/26/2004,5.59,95.392,"ACEH, SUMATRA",ACEH,INDONESIA,60,0
12/26/2004,5.571,95.345,"ACEH, SUMATRA",ACEH,INDONESIA,60,0
12/26/2004,5.59,95.392,"ACEH, SUMATRA",ACEH,INDONESIA,60,0
12/26/2004,5.566,95.327,"ACEH, SUMATRA",ACEH,INDONESIA,60,0
12/26/2004,5.566,95.327,"ACEH, SUMATRA",ACEH,INDONESIA,60,0
12/26/2004,5.57,95.334,"ACEH, SUMATRA",ACEH,INDONESIA,60,0
12/26/2004,5.565,95.33,"ACEH, SUMATRA",ACEH,INDONESIA,60,0
12/26/2004,5.477,95.265,"ACEH, SUMATRA",ACEH,INDONESIA,60,0
12/26/2004,5.565,95.312,"ACEH, SUMATRA",ACEH,INDONESIA,60,0
12/26/2004,5.631,95.404,"ACEH, SUMATRA",ACEH,INDONESIA,60,0
12/26/2004,5.572,95.344,"ACEH, SUMATRA",ACEH,INDONESIA,60,0
12/26/2004,5.61,95.397,"ACEH, SUMATRA",ACEH,INDONESIA,60,0
12/26/2004,5.556,95.236,"ACEH, SUMATRA",ACEH,INDONESIA,60,0
12/26/2004,5.557,95.284,"ACEH, SUMATRA",ACEH,INDONESIA,60,0
